route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
141-180,132-Blocks-Weekday-51,10761816-132-Blocks-Weekday-51,"Shelter Creek",1411015,1,,1410218
141-180,132-Blocks-Weekday-51,10761817-132-Blocks-Weekday-51,"Shelter Creek",1411017,1,,1410218
141-180,132-Blocks-Weekday-51,10761818-132-Blocks-Weekday-51,"Shelter Creek",1411019,1,,1410218
141-180,132-Blocks-Weekday-51,10761819-132-Blocks-Weekday-51,"Shelter Creek",1411021,1,,1410218
141-180,132-Blocks-Weekday-51,10761820-132-Blocks-Weekday-51,"Shelter Creek",1411023,1,,1410218
141-180,132-Blocks-Weekday-51,10761821-132-Blocks-Weekday-51,"Shelter Creek",1411025,1,,1410218
141-180,132-Blocks-Weekday-51,10761822-132-Blocks-Weekday-51,"Airport/Linden",1411004,0,,1410229
141-180,132-Blocks-Weekday-51,10761823-132-Blocks-Weekday-51,"Airport/Linden",1411006,0,,1410229
141-180,132-Blocks-Weekday-51,10761824-132-Blocks-Weekday-51,"Airport/Linden",1411008,0,,1410229
141-180,132-Blocks-Weekday-51,10761825-132-Blocks-Weekday-51,"Airport/Linden",1411010,0,,1410229
141-180,132-Blocks-Weekday-51,10761826-132-Blocks-Weekday-51,"Airport/Linden",1411012,0,,1410229
141-180,132-Blocks-Weekday-51,10761827-132-Blocks-Weekday-51,"Airport/Linden",1411014,0,,1410229
141-180,132-Blocks-Weekday-51,10761828-132-Blocks-Weekday-51,"Airport/Linden",1411016,0,,1410229
141-180,132-Blocks-Weekday-51,10761829-132-Blocks-Weekday-51,"Airport/Linden",1411018,0,,1410229
141-180,132-Blocks-Weekday-51,10761830-132-Blocks-Weekday-51,"Airport/Linden",1411020,0,,1410229
141-180,132-Blocks-Weekday-51,10761831-132-Blocks-Weekday-51,"Airport/Linden",1411022,0,,1410229
141-180,132-Blocks-Weekday-51,10761832-132-Blocks-Weekday-51,"Airport/Linden",1411024,0,,1410229
141-180,132-Blocks-Weekday-51,10761833-132-Blocks-Weekday-51,"Airport/Linden",1411026,0,,1410229
141-180,132-Blocks-Weekday-51,10761834-132-Blocks-Weekday-51,"Shelter Creek",1411027,1,,1410218
141-180,132-Blocks-Weekday-51,10761835-132-Blocks-Weekday-51,"Airport/Linden",1411028,0,,1410229
141-180,132-Blocks-Weekday-51,10761836-132-Blocks-Weekday-51,"Airport/Linden",1411002,0,,1410229
141-180,132-Blocks-Weekday-51,10761837-132-Blocks-Weekday-51,"Shelter Creek",1411001,1,,1410218
140-180,132-Blocks-Weekday-51,10761838-132-Blocks-Weekday-51,"SFO AirTrain",1401006,0,,1400629
140-180,132-Blocks-Weekday-51,10761839-132-Blocks-Weekday-51,"SFO AirTrain",1401008,0,,1400629
140-180,132-Blocks-Weekday-51,10761840-132-Blocks-Weekday-51,"SFO AirTrain",1401010,0,,1400629
140-180,132-Blocks-Weekday-51,10761841-132-Blocks-Weekday-51,"SFO AirTrain",1401012,0,,1400629
140-180,132-Blocks-Weekday-51,10761842-132-Blocks-Weekday-51,"SFO AirTrain",1401014,0,,1400629
140-180,132-Blocks-Weekday-51,10761843-132-Blocks-Weekday-51,"SFO AirTrain",1401016,0,,1400629
140-180,132-Blocks-Weekday-51,10761844-132-Blocks-Weekday-51,"SFO AirTrain",1401018,0,,1400629
140-180,132-Blocks-Weekday-51,10761845-132-Blocks-Weekday-51,"SFO AirTrain",1401020,0,,1400629
140-180,132-Blocks-Weekday-51,10761846-132-Blocks-Weekday-51,"SFO AirTrain",1401022,0,,1400629
140-180,132-Blocks-Weekday-51,10761847-132-Blocks-Weekday-51,"SFO AirTrain",1401024,0,,1400629
140-180,132-Blocks-Weekday-51,10761848-132-Blocks-Weekday-51,"SFO AirTrain",1401026,0,,1400629
140-180,132-Blocks-Weekday-51,10761849-132-Blocks-Weekday-51,"Manor/Palmetto",1401005,1,,1400638
140-180,132-Blocks-Weekday-51,10761850-132-Blocks-Weekday-51,"Manor/Palmetto",1401007,1,,1400638
140-180,132-Blocks-Weekday-51,10761851-132-Blocks-Weekday-51,"Manor/Palmetto",1401009,1,,1400638
140-180,132-Blocks-Weekday-51,10761852-132-Blocks-Weekday-51,"Manor/Palmetto",1401011,1,,1400638
140-180,132-Blocks-Weekday-51,10761853-132-Blocks-Weekday-51,"Manor/Palmetto",1401013,1,,1400638
140-180,132-Blocks-Weekday-51,10761854-132-Blocks-Weekday-51,"Manor/Palmetto",1401015,1,,1400638
140-180,132-Blocks-Weekday-51,10761855-132-Blocks-Weekday-51,"Manor/Palmetto",1401017,1,,1400638
140-180,132-Blocks-Weekday-51,10761856-132-Blocks-Weekday-51,"Manor/Palmetto",1401019,1,,1400638
140-180,132-Blocks-Weekday-51,10761857-132-Blocks-Weekday-51,"Manor/Palmetto",1401021,1,,1400638
140-180,132-Blocks-Weekday-51,10761858-132-Blocks-Weekday-51,"Manor/Palmetto",1401023,1,,1400638
140-180,132-Blocks-Weekday-51,10761859-132-Blocks-Weekday-51,"Manor/Palmetto",1401025,1,,1400638
140-180,132-Blocks-Weekday-51,10761860-132-Blocks-Weekday-51,"SFO AirTrain",1401030,0,,1400629
140-180,132-Blocks-Weekday-51,10761861-132-Blocks-Weekday-51,"SFO AirTrain",1401036,0,,1400629
140-180,132-Blocks-Weekday-51,10761862-132-Blocks-Weekday-51,"SFO AirTrain",1401034,0,,1400629
140-180,132-Blocks-Weekday-51,10761863-132-Blocks-Weekday-51,"Manor/Palmetto",1401027,1,,1400638
140-180,132-Blocks-Weekday-51,10761864-132-Blocks-Weekday-51,"SFO AirTrain",1401004,0,,1400629
140-180,132-Blocks-Weekday-51,10761865-132-Blocks-Weekday-51,"SFO AirTrain",1401028,0,,1400629
140-180,132-Blocks-Weekday-51,10761866-132-Blocks-Weekday-51,"Manor/Palmetto",1401033,1,,1400638
140-180,132-Blocks-Weekday-51,10761867-132-Blocks-Weekday-51,"SFO AirTrain",1401032,0,,1400629
140-180,132-Blocks-Weekday-51,10761868-132-Blocks-Weekday-51,"Manor/Palmetto",1401001,1,,1400638
140-180,132-Blocks-Weekday-51,10761869-132-Blocks-Weekday-51,"SFO AirTrain",1401002,0,,1400629
140-180,132-Blocks-Weekday-51,10761870-132-Blocks-Weekday-51,"Manor/Palmetto",1401031,1,,1400638
140-180,132-Blocks-Weekday-51,10761871-132-Blocks-Weekday-51,"Manor/Palmetto",1401029,1,,1400638
140-180,132-Blocks-Weekday-51,10761872-132-Blocks-Weekday-51,"Manor/Palmetto",1401003,1,,1400638
130-180,132-Blocks-Weekday-51,10761890-132-Blocks-Weekday-51,"Daly City BART",1301008,0,,1300292
130-180,132-Blocks-Weekday-51,10761891-132-Blocks-Weekday-51,"Daly City BART",1301010,0,,1300292
130-180,132-Blocks-Weekday-51,10761892-132-Blocks-Weekday-51,"Daly City BART",1301012,0,,1300292
130-180,132-Blocks-Weekday-51,10761893-132-Blocks-Weekday-51,"Daly City BART",1301014,0,,1300292
130-180,132-Blocks-Weekday-51,10761894-132-Blocks-Weekday-51,"Daly City BART",1301016,0,,1300292
130-180,132-Blocks-Weekday-51,10761895-132-Blocks-Weekday-51,"Daly City BART",1301018,0,,1300292
130-180,132-Blocks-Weekday-51,10761896-132-Blocks-Weekday-51,"Daly City BART",1301020,0,,1300292
130-180,132-Blocks-Weekday-51,10761897-132-Blocks-Weekday-51,"Daly City BART",1301022,0,,1300292
130-180,132-Blocks-Weekday-51,10761898-132-Blocks-Weekday-51,"Daly City BART",1301024,0,,1300292
130-180,132-Blocks-Weekday-51,10761899-132-Blocks-Weekday-51,"Daly City BART",1301026,0,,1300292
130-180,132-Blocks-Weekday-51,10761900-132-Blocks-Weekday-51,"Daly City BART",1301028,0,,1300292
130-180,132-Blocks-Weekday-51,10761901-132-Blocks-Weekday-51,"Daly City BART",1301030,0,,1300292
130-180,132-Blocks-Weekday-51,10761902-132-Blocks-Weekday-51,"Daly City BART",1301032,0,,1300292
130-180,132-Blocks-Weekday-51,10761903-132-Blocks-Weekday-51,"Daly City BART",1301034,0,,1300292
130-180,132-Blocks-Weekday-51,10761904-132-Blocks-Weekday-51,"Daly City BART",1301036,0,,1300292
130-180,132-Blocks-Weekday-51,10761905-132-Blocks-Weekday-51,"Daly City BART",1301038,0,,1300292
130-180,132-Blocks-Weekday-51,10761906-132-Blocks-Weekday-51,"Daly City BART",1301056,0,,1300292
130-180,132-Blocks-Weekday-51,10761907-132-Blocks-Weekday-51,"Daly City BART",1301040,0,,1300292
130-180,132-Blocks-Weekday-51,10761908-132-Blocks-Weekday-51,"Daly City BART",1301042,0,,1300292
130-180,132-Blocks-Weekday-51,10761909-132-Blocks-Weekday-51,"Daly City BART",1301044,0,,1300292
130-180,132-Blocks-Weekday-51,10761910-132-Blocks-Weekday-51,"Daly City BART",1301046,0,,1300292
130-180,132-Blocks-Weekday-51,10761911-132-Blocks-Weekday-51,"Daly City BART",1301048,0,,1300292
130-180,132-Blocks-Weekday-51,10761912-132-Blocks-Weekday-51,"Daly City BART",1301054,0,,1300292
130-180,132-Blocks-Weekday-51,10761913-132-Blocks-Weekday-51,"Daly City BART",1301050,0,,1300292
130-180,132-Blocks-Weekday-51,10761914-132-Blocks-Weekday-51,"Daly City BART",1301052,0,,1300292
130-180,132-Blocks-Weekday-51,10761915-132-Blocks-Weekday-51,"Airport/Linden",1301011,1,,1300278
130-180,132-Blocks-Weekday-51,10761916-132-Blocks-Weekday-51,"Airport/Linden",1301013,1,,1300278
130-180,132-Blocks-Weekday-51,10761917-132-Blocks-Weekday-51,"Airport/Linden",1301015,1,,1300278
130-180,132-Blocks-Weekday-51,10761918-132-Blocks-Weekday-51,"Airport/Linden",1301017,1,,1300278
130-180,132-Blocks-Weekday-51,10761919-132-Blocks-Weekday-51,"Airport/Linden",1301019,1,,1300278
130-180,132-Blocks-Weekday-51,10761920-132-Blocks-Weekday-51,"Airport/Linden",1301021,1,,1300278
130-180,132-Blocks-Weekday-51,10761921-132-Blocks-Weekday-51,"Airport/Linden",1301023,1,,1300278
130-180,132-Blocks-Weekday-51,10761922-132-Blocks-Weekday-51,"Airport/Linden",1301025,1,,1300278
130-180,132-Blocks-Weekday-51,10761923-132-Blocks-Weekday-51,"Airport/Linden",1301027,1,,1300278
130-180,132-Blocks-Weekday-51,10761924-132-Blocks-Weekday-51,"Airport/Linden",1301029,1,,1300278
130-180,132-Blocks-Weekday-51,10761925-132-Blocks-Weekday-51,"Airport/Linden",1301031,1,,1300278
130-180,132-Blocks-Weekday-51,10761926-132-Blocks-Weekday-51,"Airport/Linden",1301033,1,,1300278
130-180,132-Blocks-Weekday-51,10761927-132-Blocks-Weekday-51,"Airport/Linden",1301035,1,,1300278
130-180,132-Blocks-Weekday-51,10761928-132-Blocks-Weekday-51,"Airport/Linden",1301037,1,,1300278
130-180,132-Blocks-Weekday-51,10761929-132-Blocks-Weekday-51,"Airport/Linden",1301039,1,,1300278
130-180,132-Blocks-Weekday-51,10761930-132-Blocks-Weekday-51,"Airport/Linden",1301041,1,,1300278
130-180,132-Blocks-Weekday-51,10761931-132-Blocks-Weekday-51,"Airport/Linden",1301043,1,,1300278
130-180,132-Blocks-Weekday-51,10761932-132-Blocks-Weekday-51,"Airport/Linden",1301045,1,,1300278
130-180,132-Blocks-Weekday-51,10761933-132-Blocks-Weekday-51,"Airport/Linden",1301047,1,,1300278
130-180,132-Blocks-Weekday-51,10761934-132-Blocks-Weekday-51,"Airport/Linden",1301049,1,,1300278
130-180,132-Blocks-Weekday-51,10761935-132-Blocks-Weekday-51,"Airport/Linden",1301051,1,,1300278
130-180,132-Blocks-Weekday-51,10761936-132-Blocks-Weekday-51,"Airport/Linden",1301053,1,,1300278
130-180,132-Blocks-Weekday-51,10761937-132-Blocks-Weekday-51,"Airport/Linden",1301055,1,,1300278
130-180,132-Blocks-Weekday-51,10761938-132-Blocks-Weekday-51,"Airport/Linden",1301057,1,,1300278
130-180,132-Blocks-Weekday-51,10761939-132-Blocks-Weekday-51,"Airport/Linden",1301059,1,,1300278
130-180,132-Blocks-Weekday-51,10761985-132-Blocks-Weekday-51,"Daly City BART",1301002,0,,1300292
130-180,132-Blocks-Weekday-51,10761986-132-Blocks-Weekday-51,"Daly City BART",1301004,0,,1300292
130-180,132-Blocks-Weekday-51,10761987-132-Blocks-Weekday-51,"Daly City BART",1301006,0,,1300292
130-180,132-Blocks-Weekday-51,10761988-132-Blocks-Weekday-51,"Daly City BART",1301058,0,,1300292
130-180,132-Blocks-Weekday-51,10761989-132-Blocks-Weekday-51,"Daly City BART",1301060,0,,1300292
130-180,132-Blocks-Weekday-51,10761990-132-Blocks-Weekday-51,"Daly City BART",1301062,0,,1300292
130-180,132-Blocks-Weekday-51,10761991-132-Blocks-Weekday-51,"Daly City BART",1301064,0,,1300292
130-180,132-Blocks-Weekday-51,10761992-132-Blocks-Weekday-51,"Airport/Linden",1301001,1,,1300278
130-180,132-Blocks-Weekday-51,10761993-132-Blocks-Weekday-51,"Airport/Linden",1301003,1,,1300278
130-180,132-Blocks-Weekday-51,10761994-132-Blocks-Weekday-51,"Airport/Linden",1301005,1,,1300278
130-180,132-Blocks-Weekday-51,10761995-132-Blocks-Weekday-51,"Airport/Linden",1301007,1,,1300278
130-180,132-Blocks-Weekday-51,10761996-132-Blocks-Weekday-51,"Airport/Linden",1301009,1,,1300278
130-180,132-Blocks-Weekday-51,10761997-132-Blocks-Weekday-51,"Airport/Linden",1301061,1,,1300278
130-180,132-Blocks-Weekday-51,10761998-132-Blocks-Weekday-51,"Airport/Linden",1301063,1,,1300278
130-180,132-Blocks-Weekday-51,10761999-132-Blocks-Weekday-51,"Airport/Linden",1301065,1,,1300278
130-180,132-Blocks-Weekday-51,10762000-132-Blocks-Weekday-51,"Airport/Linden",1301067,1,,1300278
130-180,132-Blocks-Weekday-51,10762001-132-Blocks-Weekday-51,"Airport/Linden",1301069,1,,1300278
122-180,132-Blocks-Weekday-51,10762002-132-Blocks-Weekday-51,"Stonestown/SF State",1221008,0,,1220498
122-180,132-Blocks-Weekday-51,10762003-132-Blocks-Weekday-51,"Stonestown/SF State",1221010,0,,1220498
122-180,132-Blocks-Weekday-51,10762004-132-Blocks-Weekday-51,"Stonestown/SF State",1221012,0,,1220498
122-180,132-Blocks-Weekday-51,10762005-132-Blocks-Weekday-51,"Stonestown/SF State",1221014,0,,1220498
122-180,132-Blocks-Weekday-51,10762006-132-Blocks-Weekday-51,"Stonestown/SF State",1221016,0,,1220498
122-180,132-Blocks-Weekday-51,10762007-132-Blocks-Weekday-51,"Stonestown/SF State",1221018,0,,1220498
122-180,132-Blocks-Weekday-51,10762008-132-Blocks-Weekday-51,"Stonestown/SF State",1221020,0,,1220498
122-180,132-Blocks-Weekday-51,10762009-132-Blocks-Weekday-51,"Stonestown/SF State",1221022,0,,1220498
122-180,132-Blocks-Weekday-51,10762010-132-Blocks-Weekday-51,"Stonestown/SF State",1221024,0,,1220498
122-180,132-Blocks-Weekday-51,10762011-132-Blocks-Weekday-51,"Stonestown/SF State",1221026,0,,1220498
122-180,132-Blocks-Weekday-51,10762012-132-Blocks-Weekday-51,"Stonestown/SF State",1221028,0,,1220498
122-180,132-Blocks-Weekday-51,10762013-132-Blocks-Weekday-51,"Stonestown/SF State",1221030,0,,1220498
122-180,132-Blocks-Weekday-51,10762014-132-Blocks-Weekday-51,"Stonestown/SF State",1221032,0,,1220498
122-180,132-Blocks-Weekday-51,10762015-132-Blocks-Weekday-51,"Stonestown/SF State",1221034,0,,1220498
122-180,132-Blocks-Weekday-51,10762016-132-Blocks-Weekday-51,"Stonestown/SF State",1221036,0,,1220498
122-180,132-Blocks-Weekday-51,10762017-132-Blocks-Weekday-51,"South SF BART",1221005,1,,1220499
122-180,132-Blocks-Weekday-51,10762018-132-Blocks-Weekday-51,"South SF BART",1221007,1,,1220499
122-180,132-Blocks-Weekday-51,10762019-132-Blocks-Weekday-51,"South SF BART",1221009,1,,1220499
122-180,132-Blocks-Weekday-51,10762020-132-Blocks-Weekday-51,"South SF BART",1221011,1,,1220499
122-180,132-Blocks-Weekday-51,10762021-132-Blocks-Weekday-51,"South SF BART",1221013,1,,1220499
122-180,132-Blocks-Weekday-51,10762022-132-Blocks-Weekday-51,"South SF BART",1221015,1,,1220499
122-180,132-Blocks-Weekday-51,10762023-132-Blocks-Weekday-51,"South SF BART",1221017,1,,1220499
122-180,132-Blocks-Weekday-51,10762024-132-Blocks-Weekday-51,"South SF BART",1221019,1,,1220499
122-180,132-Blocks-Weekday-51,10762025-132-Blocks-Weekday-51,"South SF BART",1221021,1,,1220499
122-180,132-Blocks-Weekday-51,10762026-132-Blocks-Weekday-51,"South SF BART",1221023,1,,1220499
122-180,132-Blocks-Weekday-51,10762027-132-Blocks-Weekday-51,"South SF BART",1221025,1,,1220499
122-180,132-Blocks-Weekday-51,10762028-132-Blocks-Weekday-51,"South SF BART",1221027,1,,1220499
122-180,132-Blocks-Weekday-51,10762029-132-Blocks-Weekday-51,"South SF BART",1221029,1,,1220499
122-180,132-Blocks-Weekday-51,10762030-132-Blocks-Weekday-51,"South SF BART",1221031,1,,1220499
122-180,132-Blocks-Weekday-51,10762031-132-Blocks-Weekday-51,"South SF BART",1221033,1,,1220499
122-180,132-Blocks-Weekday-51,10762032-132-Blocks-Weekday-51,"Stonestown/SF State",1221002,0,,1220498
122-180,132-Blocks-Weekday-51,10762033-132-Blocks-Weekday-51,"Stonestown/SF State",1221004,0,,1220498
122-180,132-Blocks-Weekday-51,10762034-132-Blocks-Weekday-51,"Stonestown/SF State",1221006,0,,1220498
122-180,132-Blocks-Weekday-51,10762035-132-Blocks-Weekday-51,"South SF BART",1221001,1,,1220499
122-180,132-Blocks-Weekday-51,10762036-132-Blocks-Weekday-51,"South SF BART",1221003,1,,1220499
121-180,132-Blocks-Weekday-51,10762037-132-Blocks-Weekday-51,"Pope/Bellevue",1211004,0,,1210307
121-180,132-Blocks-Weekday-51,10762038-132-Blocks-Weekday-51,"Pope/Bellevue",1211032,0,,1210307
121-180,132-Blocks-Weekday-51,10762039-132-Blocks-Weekday-51,"Pope/Bellevue",1211006,0,,1210307
121-180,132-Blocks-Weekday-51,10762040-132-Blocks-Weekday-51,"Pope/Bellevue",1211008,0,,1210307
121-180,132-Blocks-Weekday-51,10762041-132-Blocks-Weekday-51,"Pope/Bellevue",1211030,0,,1210307
121-180,132-Blocks-Weekday-51,10762042-132-Blocks-Weekday-51,"Pope/Bellevue",1211010,0,,1210307
121-180,132-Blocks-Weekday-51,10762043-132-Blocks-Weekday-51,"Pope/Bellevue",1211028,0,,1210307
121-180,132-Blocks-Weekday-51,10762044-132-Blocks-Weekday-51,"Pope/Bellevue",1211012,0,,1210307
121-180,132-Blocks-Weekday-51,10762045-132-Blocks-Weekday-51,"Pope/Bellevue",1211014,0,,1210307
121-180,132-Blocks-Weekday-51,10762046-132-Blocks-Weekday-51,"Pope/Bellevue",1211016,0,,1210307
121-180,132-Blocks-Weekday-51,10762047-132-Blocks-Weekday-51,"Pope/Bellevue",1211018,0,,1210307
121-180,132-Blocks-Weekday-51,10762048-132-Blocks-Weekday-51,"Pope/Bellevue",1211020,0,,1210307
121-180,132-Blocks-Weekday-51,10762049-132-Blocks-Weekday-51,"Pope/Bellevue",1211026,0,,1210307
121-180,132-Blocks-Weekday-51,10762050-132-Blocks-Weekday-51,"Pope/Bellevue",1211022,0,,1210307
121-180,132-Blocks-Weekday-51,10762051-132-Blocks-Weekday-51,"Pope/Bellevue",1211024,0,,1210307
121-180,132-Blocks-Weekday-51,10762052-132-Blocks-Weekday-51,"Skyline College",1211003,1,,1210331
121-180,132-Blocks-Weekday-51,10762053-132-Blocks-Weekday-51,"Skyline College",1211005,1,,1210331
121-180,132-Blocks-Weekday-51,10762054-132-Blocks-Weekday-51,"Skyline College",1211007,1,,1210331
121-180,132-Blocks-Weekday-51,10762055-132-Blocks-Weekday-51,"Skyline College",1211009,1,,1210331
121-180,132-Blocks-Weekday-51,10762056-132-Blocks-Weekday-51,"Skyline College",1211011,1,,1210331
121-180,132-Blocks-Weekday-51,10762057-132-Blocks-Weekday-51,"Skyline College",1211013,1,,1210331
121-180,132-Blocks-Weekday-51,10762058-132-Blocks-Weekday-51,"Skyline College",1211015,1,,1210331
121-180,132-Blocks-Weekday-51,10762059-132-Blocks-Weekday-51,"Skyline College",1211017,1,,1210331
121-180,132-Blocks-Weekday-51,10762060-132-Blocks-Weekday-51,"Skyline College",1211019,1,,1210331
121-180,132-Blocks-Weekday-51,10762061-132-Blocks-Weekday-51,"Skyline College",1211021,1,,1210330
121-180,132-Blocks-Weekday-51,10762062-132-Blocks-Weekday-51,"Skyline College",1211023,1,,1210330
121-180,132-Blocks-Weekday-51,10762063-132-Blocks-Weekday-51,"Skyline College",1211025,1,,1210330
121-180,132-Blocks-Weekday-51,10762064-132-Blocks-Weekday-51,"Skyline College",1211027,1,,1210330
121-180,132-Blocks-Weekday-51,10762065-132-Blocks-Weekday-51,"Skyline College",1211029,1,,1210330
121-180,132-Blocks-Weekday-51,10762066-132-Blocks-Weekday-51,"Skyline College",1211031,1,,1210330
121-180,132-Blocks-Weekday-51,10762074-132-Blocks-Weekday-51,"Pope/Bellevue",1211002,0,,1210307
121-180,132-Blocks-Weekday-51,10762075-132-Blocks-Weekday-51,"Skyline College",1211001,1,,1210331
120-180,132-Blocks-Weekday-51,10762076-132-Blocks-Weekday-51,"Brunswick/Templeton",1201005,0,,1200225
120-180,132-Blocks-Weekday-51,10762077-132-Blocks-Weekday-51,"Brunswick/Templeton",1201067,0,,1200225
120-180,132-Blocks-Weekday-51,10762078-132-Blocks-Weekday-51,"Brunswick/Templeton",1201007,0,,1200225
120-180,132-Blocks-Weekday-51,10762079-132-Blocks-Weekday-51,"Brunswick/Templeton",1201009,0,,1200225
120-180,132-Blocks-Weekday-51,10762080-132-Blocks-Weekday-51,"Brunswick/Templeton",1201065,0,,1200225
120-180,132-Blocks-Weekday-51,10762081-132-Blocks-Weekday-51,"Brunswick/Templeton",1201011,0,,1200225
120-180,132-Blocks-Weekday-51,10762082-132-Blocks-Weekday-51,"Brunswick/Templeton",1201063,0,,1200225
120-180,132-Blocks-Weekday-51,10762083-132-Blocks-Weekday-51,"Brunswick/Templeton",1201061,0,,1200225
120-180,132-Blocks-Weekday-51,10762084-132-Blocks-Weekday-51,"Brunswick/Templeton",1201051,0,,1200225
120-180,132-Blocks-Weekday-51,10762085-132-Blocks-Weekday-51,"Brunswick/Templeton",1201013,0,,1200225
120-180,132-Blocks-Weekday-51,10762086-132-Blocks-Weekday-51,"Brunswick/Templeton",1201015,0,,1200225
120-180,132-Blocks-Weekday-51,10762087-132-Blocks-Weekday-51,"Brunswick/Templeton",1201017,0,,1200225
120-180,132-Blocks-Weekday-51,10762088-132-Blocks-Weekday-51,"Brunswick/Templeton",1201019,0,,1200225
120-180,132-Blocks-Weekday-51,10762089-132-Blocks-Weekday-51,"Brunswick/Templeton",1201059,0,,1200225
120-180,132-Blocks-Weekday-51,10762090-132-Blocks-Weekday-51,"Brunswick/Templeton",1201021,0,,1200225
120-180,132-Blocks-Weekday-51,10762091-132-Blocks-Weekday-51,"Brunswick/Templeton",1201023,0,,1200225
120-180,132-Blocks-Weekday-51,10762092-132-Blocks-Weekday-51,"Brunswick/Templeton",1201057,0,,1200225
120-180,132-Blocks-Weekday-51,10762093-132-Blocks-Weekday-51,"Brunswick/Templeton",1201025,0,,1200225
120-180,132-Blocks-Weekday-51,10762094-132-Blocks-Weekday-51,"Brunswick/Templeton",1201027,0,,1200225
120-180,132-Blocks-Weekday-51,10762095-132-Blocks-Weekday-51,"Brunswick/Templeton",1201029,0,,1200225
120-180,132-Blocks-Weekday-51,10762096-132-Blocks-Weekday-51,"Brunswick/Templeton",1201031,0,,1200225
120-180,132-Blocks-Weekday-51,10762097-132-Blocks-Weekday-51,"Brunswick/Templeton",1201033,0,,1200225
120-180,132-Blocks-Weekday-51,10762098-132-Blocks-Weekday-51,"Brunswick/Templeton",1201035,0,,1200225
120-180,132-Blocks-Weekday-51,10762099-132-Blocks-Weekday-51,"Brunswick/Templeton",1201055,0,,1200225
120-180,132-Blocks-Weekday-51,10762100-132-Blocks-Weekday-51,"Brunswick/Templeton",1201037,0,,1200225
120-180,132-Blocks-Weekday-51,10762101-132-Blocks-Weekday-51,"Brunswick/Templeton",1201039,0,,1200225
120-180,132-Blocks-Weekday-51,10762102-132-Blocks-Weekday-51,"Brunswick/Templeton",1201053,0,,1200225
120-180,132-Blocks-Weekday-51,10762103-132-Blocks-Weekday-51,"Brunswick/Templeton",1201041,0,,1200225
120-180,132-Blocks-Weekday-51,10762104-132-Blocks-Weekday-51,"Brunswick/Templeton",1201043,0,,1200225
120-180,132-Blocks-Weekday-51,10762105-132-Blocks-Weekday-51,"Brunswick/Templeton",1201045,0,,1200225
120-180,132-Blocks-Weekday-51,10762106-132-Blocks-Weekday-51,"Brunswick/Templeton",1201047,0,,1200225
120-180,132-Blocks-Weekday-51,10762107-132-Blocks-Weekday-51,"Brunswick/Templeton",1201049,0,,1200225
120-180,132-Blocks-Weekday-51,10762108-132-Blocks-Weekday-51,"Colma BART",1201010,1,,1200274
120-180,132-Blocks-Weekday-51,10762109-132-Blocks-Weekday-51,"Colma BART",1201012,1,,1200274
120-180,132-Blocks-Weekday-51,10762110-132-Blocks-Weekday-51,"Colma BART",1201014,1,,1200274
120-180,132-Blocks-Weekday-51,10762111-132-Blocks-Weekday-51,"Colma BART",1201016,1,,1200274
120-180,132-Blocks-Weekday-51,10762112-132-Blocks-Weekday-51,"Colma BART",1201018,1,,1200274
120-180,132-Blocks-Weekday-51,10762113-132-Blocks-Weekday-51,"Colma BART",1201020,1,,1200274
120-180,132-Blocks-Weekday-51,10762114-132-Blocks-Weekday-51,"Colma BART",1201022,1,,1200274
120-180,132-Blocks-Weekday-51,10762115-132-Blocks-Weekday-51,"Colma BART",1201024,1,,1200274
120-180,132-Blocks-Weekday-51,10762116-132-Blocks-Weekday-51,"Colma BART",1201026,1,,1200274
120-180,132-Blocks-Weekday-51,10762117-132-Blocks-Weekday-51,"Colma BART",1201028,1,,1200274
120-180,132-Blocks-Weekday-51,10762118-132-Blocks-Weekday-51,"Colma BART",1201030,1,,1200274
120-180,132-Blocks-Weekday-51,10762119-132-Blocks-Weekday-51,"Colma BART",1201032,1,,1200274
120-180,132-Blocks-Weekday-51,10762120-132-Blocks-Weekday-51,"Colma BART",1201072,1,,1200274
120-180,132-Blocks-Weekday-51,10762121-132-Blocks-Weekday-51,"Colma BART",1201034,1,,1200274
120-180,132-Blocks-Weekday-51,10762122-132-Blocks-Weekday-51,"Colma BART",1201036,1,,1200274
120-180,132-Blocks-Weekday-51,10762123-132-Blocks-Weekday-51,"Colma BART",1201038,1,,1200274
120-180,132-Blocks-Weekday-51,10762124-132-Blocks-Weekday-51,"Colma BART",1201040,1,,1200274
120-180,132-Blocks-Weekday-51,10762125-132-Blocks-Weekday-51,"Colma BART",1201042,1,,1200274
120-180,132-Blocks-Weekday-51,10762126-132-Blocks-Weekday-51,"Colma BART",1201044,1,,1200274
120-180,132-Blocks-Weekday-51,10762127-132-Blocks-Weekday-51,"Colma BART",1201070,1,,1200274
120-180,132-Blocks-Weekday-51,10762128-132-Blocks-Weekday-51,"Colma BART",1201046,1,,1200274
120-180,132-Blocks-Weekday-51,10762129-132-Blocks-Weekday-51,"Colma BART",1201048,1,,1200274
120-180,132-Blocks-Weekday-51,10762130-132-Blocks-Weekday-51,"Colma BART",1201050,1,,1200274
120-180,132-Blocks-Weekday-51,10762131-132-Blocks-Weekday-51,"Colma BART",1201052,1,,1200274
120-180,132-Blocks-Weekday-51,10762132-132-Blocks-Weekday-51,"Colma BART",1201054,1,,1200274
